filename,target,category
d483b50a6d3b.wav,19,thunderstorm
bc75791de286.wav,41,chainsaw
323a8bf68378.wav,8,sheep
bb83d17f4595.wav,39,glass_breaking
1248403be4de.wav,33,door_wood_creaks
f7bce1a4aef5.wav,9,crow
3ee694b5474b.wav,7,insects
688a7fbe7653.wav,44,engine
f2a0fae5ad55.wav,8,sheep
1139b1b95c00.wav,35,washing_machine
acfb8e720967.wav,23,breathing
ab86c4658c45.wav,36,vacuum_cleaner
73ae82e1e5f1.wav,46,church_bells
8461cbfb04c9.wav,40,helicopter
8adaa1f6e8da.wav,22,clapping
ef3f02289495.wav,32,keyboard_typing
fc86b71493eb.wav,31,mouse_click
d6a7b990767d.wav,28,snoring
d9547a58e60d.wav,18,toilet_flush
833254ba3c14.wav,8,sheep
c5f209877edd.wav,34,can_opening
ebe0585365e6.wav,1,rooster
60f76beb946e.wav,41,chainsaw
5a9a99917a5d.wav,7,insects
f056d13290a8.wav,19,thunderstorm
7c86fe3c5900.wav,4,frog
63938012b5c5.wav,4,frog
c30b92a0ee72.wav,24,coughing
fdacff9502e3.wav,49,hand_saw
c4a4e937cff9.wav,41,chainsaw
acb595f44b08.wav,6,hen
3e9b0af34468.wav,45,train
f92539888ab2.wav,14,chirping_birds
06a661ebf917.wav,22,clapping
36f8525fabe4.wav,42,siren
a46b704e066d.wav,44,engine
b25c568e3b3c.wav,46,church_bells
ee5ff6c9aa19.wav,36,vacuum_cleaner
879aa106b6cc.wav,14,chirping_birds
50a927106ebb.wav,9,crow
14b6cf77fb57.wav,18,toilet_flush
b86139d0b217.wav,18,toilet_flush
f0c84a435b00.wav,8,sheep
d3fba6246818.wav,27,brushing_teeth
9d800f5eb43a.wav,40,helicopter
722b99ddbd22.wav,12,crackling_fire
0ec9891ed3d4.wav,39,glass_breaking
6cc6c4950e8c.wav,32,keyboard_typing
d5451507a5c1.wav,13,crickets
c9b98513b80b.wav,38,clock_tick
9f27e239067d.wav,17,pouring_water
429f3dadb403.wav,23,breathing
b14cda384f82.wav,24,coughing
bde2087bae16.wav,44,engine
2cc005e26fb1.wav,43,car_horn
2092293f1256.wav,13,crickets
f8fc189578d2.wav,27,brushing_teeth
6dd4a9294e46.wav,48,fireworks
6ba31d09f2e8.wav,48,fireworks
e9bf9537d904.wav,41,chainsaw
b5ebfe3f0e43.wav,47,airplane
d5ef20ff4eb2.wav,6,hen
43dafad2f9be.wav,22,clapping
456904d8887b.wav,40,helicopter
a3cae1be603a.wav,35,washing_machine
56899971bb49.wav,37,clock_alarm
a45faa700412.wav,45,train
7815a60cf1be.wav,49,hand_saw
058b126da830.wav,12,crackling_fire
1eab7c85a525.wav,32,keyboard_typing
ba2ae304d398.wav,40,helicopter
5ef4c41e7dd2.wav,7,insects
e81debbbed81.wav,12,crackling_fire
e7604b5572ac.wav,7,insects
024c91399d38.wav,13,crickets
2cf7703ce3f4.wav,22,clapping
e564bf7108ae.wav,19,thunderstorm
1242def83c89.wav,4,frog
6f80fcbcfe0d.wav,11,sea_waves
c39893f13ff9.wav,18,toilet_flush
db60a2b6f1f6.wav,12,crackling_fire
5be259891c3c.wav,42,siren
86ba7377ec87.wav,27,brushing_teeth
a12bdfc83f33.wav,49,hand_saw
4cea52bd8c33.wav,15,water_drops
a4e35ad0d557.wav,17,pouring_water
8a3ac27c2961.wav,20,crying_baby
4a33637ec7d4.wav,19,thunderstorm
b1de74d3d63b.wav,17,pouring_water
4b1508a027b4.wav,13,crickets
3f808b709122.wav,7,insects
e47d3af877bf.wav,48,fireworks
f94e7f16b341.wav,31,mouse_click
1278a078b11a.wav,23,breathing
1487e108f4f0.wav,8,sheep
b6b2910e153a.wav,13,crickets
a067bed24236.wav,30,door_wood_knock
51fd097d2c97.wav,30,door_wood_knock
bcf2f9468492.wav,9,crow
530e313dac35.wav,5,cat
464aa58e04fd.wav,33,door_wood_creaks
06ece6fb5945.wav,31,mouse_click
eeb8c3cd2b1f.wav,43,car_horn
a0aa7f579217.wav,44,engine
a85afe680560.wav,14,chirping_birds
6823d7702579.wav,15,water_drops
f2d97450360a.wav,47,airplane
61704720c4e0.wav,13,crickets
6e7585dae580.wav,40,helicopter
8f4a1d8aab78.wav,30,door_wood_knock
87ad677c6c63.wav,18,toilet_flush
ed33474f0ea4.wav,30,door_wood_knock
f15d2e8ae440.wav,30,door_wood_knock
53ca50a0c98b.wav,0,dog
e85a31e7dd64.wav,42,siren
92194cf96e58.wav,3,cow
72dc01bb040d.wav,37,clock_alarm
db96722edf0d.wav,14,chirping_birds
82aed767b6ce.wav,41,chainsaw
b4504c6cd441.wav,35,washing_machine
6de51caea76f.wav,42,siren
f0d1b85f3ca8.wav,36,vacuum_cleaner
8f69ed9a4097.wav,7,insects
a418e90a1791.wav,42,siren
a72c390281b8.wav,39,glass_breaking
758b3d82c842.wav,28,snoring
a53efade7c8e.wav,27,brushing_teeth
d03484eedb11.wav,43,car_horn
f8ba48a95fdb.wav,10,rain
739c4e204ea8.wav,43,car_horn
fb18d1b2d947.wav,8,sheep
f73b544246f5.wav,46,church_bells
c0bd61a0ddfd.wav,32,keyboard_typing
fe66f7eca118.wav,44,engine
5e42ab7a140a.wav,3,cow
8d378e40284e.wav,1,rooster
9b0eb631dbeb.wav,19,thunderstorm
719249b7f9d3.wav,20,crying_baby
55ada65c987e.wav,35,washing_machine
6b0d4f0a6a86.wav,46,church_bells
8d94ff977ce7.wav,40,helicopter
65ac51c0f097.wav,14,chirping_birds
bb0199563903.wav,4,frog
4a2f9c29e777.wav,0,dog
1e4b274b8413.wav,6,hen
288a932da0c4.wav,3,cow
c72e08dbb5f3.wav,22,clapping
131fa8515b94.wav,45,train
a70055cd38be.wav,34,can_opening
a130f177a8d6.wav,48,fireworks
3f12d6cb6829.wav,40,helicopter
4270828fd017.wav,33,door_wood_creaks
ee1fd48f77a3.wav,15,water_drops
97cc20e164a9.wav,26,laughing
9063dd6ac5bb.wav,26,laughing
ae4a2d14dae8.wav,8,sheep
3f62350ab13d.wav,40,helicopter
61cf89ada1cf.wav,37,clock_alarm
0097cb01f55b.wav,34,can_opening
3f20469eb6a8.wav,22,clapping
c988e3b42f3d.wav,20,crying_baby
62f6b5b01c29.wav,19,thunderstorm
6afe2c10bd1b.wav,40,helicopter
2c58468b0a7a.wav,33,door_wood_creaks
9c6649db963a.wav,28,snoring
8a8ad49b3e64.wav,45,train
9a02c63d0e8a.wav,33,door_wood_creaks
fc51594465d8.wav,33,door_wood_creaks
e68cce040acf.wav,47,airplane
2d4a84ada6a7.wav,33,door_wood_creaks
c1a3d08da280.wav,14,chirping_birds
413a1f811356.wav,40,helicopter
bd3c10541e8d.wav,17,pouring_water
24523aeb19a2.wav,16,wind
fbf0cca23912.wav,36,vacuum_cleaner
bd04e2abc1ee.wav,45,train
e1f7bcb65c8c.wav,45,train
e51b54a0daac.wav,12,crackling_fire
80bc09f6263b.wav,47,airplane
fa5abcdd9e70.wav,41,chainsaw
1cfa2b9fd550.wav,17,pouring_water
7bf79d2bdd9f.wav,41,chainsaw
2825661d95ae.wav,7,insects
0e7c0a33d8c2.wav,0,dog
81f3e0c8369c.wav,2,pig
158262fd7d02.wav,32,keyboard_typing
817adfa74de3.wav,15,water_drops
f87fc708a0d7.wav,31,mouse_click
799d2efb046b.wav,29,drinking_sipping
e0795a2f91b6.wav,16,wind
c9575de704d4.wav,41,chainsaw
5c8a373dfdaa.wav,41,chainsaw
122af690ed78.wav,21,sneezing
406ec91850da.wav,26,laughing
84d478d10815.wav,8,sheep
688872cc615b.wav,14,chirping_birds
aadf6e533f42.wav,26,laughing
2891bf076579.wav,44,engine
df2fbd7cba8e.wav,13,crickets
1964e8043fb1.wav,6,hen
040c20b20b5c.wav,18,toilet_flush
35745007b215.wav,23,breathing
a3d23c4fcf32.wav,21,sneezing
e9b9009f84e2.wav,26,laughing
cb1384469b70.wav,45,train
ee59db8db2ee.wav,18,toilet_flush
77dca055ae89.wav,36,vacuum_cleaner
a6651512ab09.wav,5,cat
22bdefcc555c.wav,18,toilet_flush
4e56a0fc0711.wav,44,engine
4fa0008a21ac.wav,27,brushing_teeth
8830093c89d6.wav,20,crying_baby
959e23c201c8.wav,25,footsteps
f6123dda3c3a.wav,22,clapping
c6397030e79c.wav,48,fireworks
82a4ff69a01d.wav,2,pig
081fd0f4b461.wav,42,siren
65f4c9da7fce.wav,49,hand_saw
46d2f5c0973d.wav,15,water_drops
0e9403623c2a.wav,4,frog
94f73d606222.wav,14,chirping_birds
af1b9b462082.wav,36,vacuum_cleaner
1785f6bacd0e.wav,7,insects
1566bd04ca60.wav,29,drinking_sipping
389ec1b0527c.wav,13,crickets
8faabb60c527.wav,12,crackling_fire
470acb6ad5dd.wav,3,cow
53aea5dc7064.wav,28,snoring
2e53150f4614.wav,19,thunderstorm
1dc8f5e6491d.wav,21,sneezing
28d65fc0efb5.wav,27,brushing_teeth
317717155577.wav,9,crow
29371fbeed03.wav,21,sneezing
95cf47b0c0a9.wav,27,brushing_teeth
e6d93f552e17.wav,14,chirping_birds
3ec88519fc1b.wav,2,pig
5f488c60e081.wav,43,car_horn
671d9a394337.wav,31,mouse_click
bf679921938d.wav,47,airplane
fa0e83f3abff.wav,6,hen
9ebe8dbb37db.wav,48,fireworks
bc405a8f4e33.wav,11,sea_waves
594906a2a777.wav,38,clock_tick
b89da2958e82.wav,3,cow
26fb89596b1a.wav,32,keyboard_typing
92620be12fd0.wav,2,pig
f91475604f66.wav,16,wind
1cf4b44ac008.wav,16,wind
a15185d689a5.wav,1,rooster
358fb651ab93.wav,33,door_wood_creaks
9d6c698a8b43.wav,37,clock_alarm
fdfba91acf61.wav,24,coughing
8e6633c035a7.wav,27,brushing_teeth
cb09a4ad658d.wav,13,crickets
1bd716ca9f9c.wav,22,clapping
ac21d2f16d6f.wav,46,church_bells
0f481bc5d4f4.wav,27,brushing_teeth
75cfdaa9d6fc.wav,33,door_wood_creaks
306ca980cfda.wav,36,vacuum_cleaner
f3abcb5304c1.wav,39,glass_breaking
21c3bf5041e6.wav,40,helicopter
68aee6f4144a.wav,16,wind
b3122a130748.wav,23,breathing
ce6712a605c0.wav,2,pig
7f153b75e465.wav,37,clock_alarm
7c4c4eba4d49.wav,9,crow
f320be666417.wav,44,engine
5ef752696f35.wav,30,door_wood_knock
0466f0fbd338.wav,23,breathing
5125f1ca0444.wav,13,crickets
3666fe587b55.wav,15,water_drops
50121cf4a785.wav,39,glass_breaking
2b17054b6cb0.wav,35,washing_machine
7f5d4793f4ca.wav,23,breathing
71ee55f02a92.wav,18,toilet_flush
f6a1aa949016.wav,30,door_wood_knock
58824eef526c.wav,19,thunderstorm
e21bfd8803e4.wav,23,breathing
e9b4c0a71222.wav,3,cow
8787d081245d.wav,21,sneezing
1c3123d7cec5.wav,4,frog
d0c7f082454f.wav,38,clock_tick
179f84b4da92.wav,37,clock_alarm
9d8a4d76a0ad.wav,39,glass_breaking
cfbbe6304613.wav,6,hen
b145bae84dbe.wav,20,crying_baby
c6a6efbcba69.wav,2,pig
e53c99e0555b.wav,19,thunderstorm
c622dc9cf733.wav,43,car_horn
4d85c37b6b36.wav,35,washing_machine
48b743521962.wav,45,train
dbb7af212c0a.wav,13,crickets
7208e19e64f0.wav,17,pouring_water
41d4a2287fe3.wav,32,keyboard_typing
c84f1b0b08ab.wav,41,chainsaw
6f4687ce9b89.wav,32,keyboard_typing
6f7d40f3804c.wav,39,glass_breaking
08bcb820fec1.wav,8,sheep
cac353cd8efb.wav,38,clock_tick
d1b4c4e25f80.wav,43,car_horn
7a46da42c4ef.wav,29,drinking_sipping
9103d6e4999c.wav,3,cow
16b1aa2b3f00.wav,5,cat
ab669d2fa021.wav,45,train
f4889feab0bb.wav,9,crow
5518b1cb6056.wav,43,car_horn
7546f5d07d20.wav,9,crow
e7f789a5093f.wav,33,door_wood_creaks
2a575cef1928.wav,49,hand_saw
7c6123af1ee7.wav,41,chainsaw
d15fb5bea94b.wav,20,crying_baby
365b6acb458f.wav,43,car_horn
c2bd591b23ce.wav,40,helicopter
1f314b5c5589.wav,33,door_wood_creaks
62e0cbb055cc.wav,36,vacuum_cleaner
dcb3612f85e6.wav,4,frog
6a4caa1369ff.wav,21,sneezing
e308e135dd91.wav,24,coughing
abb438fde9a0.wav,1,rooster
230c3534b530.wav,40,helicopter
084e3492397a.wav,44,engine
fc4737038071.wav,47,airplane
95631e534d75.wav,8,sheep
093899dfc9de.wav,39,glass_breaking
51e29ddf6110.wav,45,train
32033659b409.wav,38,clock_tick
ee1501c50a1b.wav,9,crow
e8559d4fb2f5.wav,39,glass_breaking
5e295987c433.wav,29,drinking_sipping
211cbecaf623.wav,16,wind
d232303a169a.wav,43,car_horn
e6aec1a20e15.wav,27,brushing_teeth
6aa63c328348.wav,39,glass_breaking
47853c039e54.wav,12,crackling_fire
ff49723a2692.wav,46,church_bells
2d2271a32604.wav,26,laughing
e2e0ea27cd6a.wav,46,church_bells
17f9c4e60698.wav,17,pouring_water
3aa3b77e71c8.wav,48,fireworks
e30234532172.wav,26,laughing
f26e8fd350f8.wav,49,hand_saw
843123f7fc18.wav,27,brushing_teeth
a27afa9f1034.wav,36,vacuum_cleaner
df4d8fa6c656.wav,28,snoring
fbe4ab152c7f.wav,16,wind
22c2fafe8be1.wav,34,can_opening
5a4ffe3d101b.wav,14,chirping_birds
2fcfc7c94f0b.wav,39,glass_breaking
816f202b031d.wav,10,rain
3c69280e2889.wav,11,sea_waves
63d4884f77f1.wav,43,car_horn
04d84decbb57.wav,49,hand_saw
753046d55cf5.wav,22,clapping
0dac924fa864.wav,12,crackling_fire
4c369524ca2e.wav,8,sheep
95b4fca34edb.wav,18,toilet_flush
dbb90acf7d34.wav,34,can_opening
92a51dd33fc0.wav,23,breathing
093feaccb12f.wav,47,airplane
1f1807821cc2.wav,32,keyboard_typing
8454c0cc953f.wav,1,rooster
acfa29c1315f.wav,22,clapping
af6297140f33.wav,42,siren
7c3370a16442.wav,15,water_drops
bf2ddf5c14eb.wav,22,clapping
4a21e361f404.wav,7,insects
d103a6b34ba6.wav,46,church_bells
d124968c9721.wav,36,vacuum_cleaner
5aff2dfdb8ae.wav,49,hand_saw
04b760024835.wav,16,wind
dad240ee737f.wav,41,chainsaw
3b0d8b823d82.wav,4,frog
ca71dc0cde4b.wav,12,crackling_fire
539d4ab42c50.wav,21,sneezing
16d08e20730e.wav,42,siren
850e122ef2ad.wav,25,footsteps
5e87ab9df497.wav,12,crackling_fire
f620f748ddf6.wav,2,pig
ba3ce230006e.wav,49,hand_saw
48eb642f75ee.wav,36,vacuum_cleaner
54611606bb09.wav,2,pig
29349c115fc3.wav,27,brushing_teeth
44b8fea412d6.wav,5,cat
4a9fa3289d67.wav,5,cat
1ae677829a2e.wav,15,water_drops
323cd579ea13.wav,46,church_bells
e421c06c6173.wav,34,can_opening
216880c50f4a.wav,45,train
4936147f0be2.wav,20,crying_baby
0dc360ee7555.wav,25,footsteps
985165d57377.wav,40,helicopter
d1ce7e3856c1.wav,15,water_drops
cdedf744859e.wav,39,glass_breaking
f131833103b4.wav,23,breathing
1cf75f2b79db.wav,2,pig
97f0e416ecb9.wav,12,crackling_fire
5895fe640882.wav,46,church_bells
aed05ff7589e.wav,42,siren
aff4ad3acb05.wav,35,washing_machine
683447c8a7ae.wav,22,clapping
c6beeaca63cc.wav,10,rain
44eed427fc26.wav,19,thunderstorm
abb7741e11c8.wav,47,airplane
f2d073606322.wav,10,rain
cfd65f9bdbd2.wav,24,coughing
959ab27d59bb.wav,35,washing_machine
290f5435d392.wav,16,wind
2d9d32855ad8.wav,22,clapping
d8db285beee1.wav,9,crow
cc1e61567e4e.wav,27,brushing_teeth
01a4ad38742b.wav,32,keyboard_typing
815e6ba3c4ca.wav,15,water_drops
af535d140846.wav,18,toilet_flush
b50ceace2b66.wav,39,glass_breaking
24c0e8281717.wav,21,sneezing
7d3bb7850cec.wav,48,fireworks
72a418425362.wav,23,breathing
6835a8c3e422.wav,35,washing_machine
33255a4f3ce8.wav,14,chirping_birds
f003e591f05c.wav,28,snoring
d29fdd85fa03.wav,23,breathing
86e414f7df79.wav,23,breathing
9f0e6d9e7de9.wav,22,clapping
52cbf17c3f75.wav,24,coughing
6be0446b5b4d.wav,42,siren
85a44d8c87eb.wav,17,pouring_water
d1dffa1e5cf8.wav,48,fireworks
e05e2fc18edf.wav,20,crying_baby
941a6e97c360.wav,47,airplane
4de46752fb65.wav,35,washing_machine
e85c43a0aad0.wav,32,keyboard_typing
9a16a1ba82dc.wav,5,cat
b42307d953c8.wav,30,door_wood_knock
f57a857653fa.wav,38,clock_tick
b27a73687e84.wav,18,toilet_flush
9b7ce24a1d4c.wav,23,breathing
a80a0b908a8c.wav,1,rooster
adcbbc289660.wav,30,door_wood_knock
1c5fb0981b24.wav,38,clock_tick
52fe96c20284.wav,25,footsteps
f44daf584f80.wav,5,cat
0c53fd74357f.wav,20,crying_baby
c5ad1f43502e.wav,24,coughing
68565b0301e0.wav,13,crickets
2bef1ffbd90c.wav,35,washing_machine
1aa615c830f9.wav,0,dog
8395be3f553d.wav,18,toilet_flush
015bf483e82b.wav,37,clock_alarm
1e6cea17dd83.wav,25,footsteps
a819570a3169.wav,40,helicopter
25c41ec01e7d.wav,31,mouse_click
7f2482cab646.wav,43,car_horn
047cb9e65908.wav,43,car_horn
9cc8d4ea570e.wav,19,thunderstorm
5afad8149df1.wav,49,hand_saw
a8d8be824809.wav,1,rooster
b86b2b4c860a.wav,33,door_wood_creaks
e3e6381bc288.wav,10,rain
f171b8b213b4.wav,15,water_drops
b874c9cc8693.wav,11,sea_waves
2d21cb97cc28.wav,34,can_opening
97ed42ed69d1.wav,5,cat
d1177b43e28b.wav,32,keyboard_typing
e4f59929bdaa.wav,47,airplane
542686b2d483.wav,40,helicopter
3461de2296e9.wav,12,crackling_fire
a056322c3ab6.wav,3,cow
57c027fb1558.wav,22,clapping
c2c0452dfb64.wav,45,train
de6bc1449d6c.wav,0,dog
a16d8fe6c1f0.wav,23,breathing
90bf197a7ebb.wav,3,cow
0495fce1acc0.wav,41,chainsaw
85b5cf22f6d4.wav,44,engine
28f6afd0bf9b.wav,42,siren
ab1ab7f66cb8.wav,26,laughing
fbaf6f5ca3c3.wav,45,train
c4b188447754.wav,13,crickets
a2fc0fada52b.wav,35,washing_machine
d1972cb1e1ba.wav,34,can_opening
52421e999368.wav,28,snoring
426e83e68b68.wav,16,wind
c66b60a6e247.wav,5,cat
5da864580ed6.wav,28,snoring
aa14da1939dd.wav,11,sea_waves
28523b5b3f8e.wav,1,rooster
45e0e7151ac3.wav,25,footsteps
a21280baf2c7.wav,28,snoring
a5f04b82eeab.wav,14,chirping_birds
b558530faa4a.wav,40,helicopter
c6e967fb1a74.wav,40,helicopter
bbbf90efa035.wav,11,sea_waves
258b8b15af09.wav,46,church_bells
d23fa651d003.wav,22,clapping
7d1ca9b75254.wav,14,chirping_birds
fd1c01d7572f.wav,0,dog
03a987bcf5df.wav,35,washing_machine
f1c2c2bfd251.wav,46,church_bells
85d3ef8d908f.wav,49,hand_saw
e70a67ba384e.wav,12,crackling_fire
499712026e5e.wav,17,pouring_water
15a570dcea43.wav,12,crackling_fire
753bfa03cec9.wav,33,door_wood_creaks
7af653ab95c7.wav,1,rooster
90a1a9092181.wav,27,brushing_teeth
2858c96f57ab.wav,34,can_opening
9a0865c53274.wav,10,rain
b590b71e4674.wav,41,chainsaw
2677554b4b74.wav,0,dog
40493b577f58.wav,23,breathing
4cfcae7f3afe.wav,42,siren
0764c8a08c5e.wav,22,clapping
1894c6ee571e.wav,16,wind
c1b7752d0abd.wav,29,drinking_sipping
1ee3c75f51bb.wav,11,sea_waves
d95a76ee784a.wav,3,cow
c7451e240b9f.wav,36,vacuum_cleaner
2e584d6101ba.wav,33,door_wood_creaks
4abd5c6d3e1e.wav,34,can_opening
81c532fa2ac1.wav,30,door_wood_knock
98ad4773a17b.wav,34,can_opening
69136c1f27fb.wav,34,can_opening
22abc17e2045.wav,30,door_wood_knock
df6a952d0712.wav,3,cow
20cc21f885c5.wav,10,rain
dcde9f02a650.wav,26,laughing
2695c48e0298.wav,48,fireworks
13cd14d1d040.wav,21,sneezing
12d15d7212d7.wav,29,drinking_sipping
9d16dde5ef5f.wav,32,keyboard_typing
e98d0bc93454.wav,5,cat
1a6b02d9d31c.wav,25,footsteps
064c9ce442e3.wav,39,glass_breaking
ae430f8c4e5e.wav,38,clock_tick
468415cb62b6.wav,25,footsteps
ed3e5d8f4f16.wav,16,wind
ba717ea1cd95.wav,29,drinking_sipping
63c27008a7ff.wav,30,door_wood_knock
862de06c584a.wav,35,washing_machine
122cd2977af3.wav,14,chirping_birds
4bb67aafcf87.wav,0,dog
50ad7ef8e7f4.wav,17,pouring_water
df44b0d472ae.wav,40,helicopter
53ba29c1438f.wav,34,can_opening
713fe1a2cbbf.wav,17,pouring_water
538cb4862d79.wav,42,siren
87a9b6352811.wav,21,sneezing
18c0829e5914.wav,20,crying_baby
076aaa25e638.wav,27,brushing_teeth
58b6be4673c1.wav,24,coughing
11928b82cad8.wav,39,glass_breaking
b86fb6943631.wav,47,airplane
c507f8270b01.wav,20,crying_baby
e69c338dc044.wav,25,footsteps
22cbe91908d1.wav,36,vacuum_cleaner
c3d80dc7bea3.wav,44,engine
5cfc484947b4.wav,12,crackling_fire
64a775a10234.wav,39,glass_breaking
72567f5db79e.wav,38,clock_tick
b354d8adbf07.wav,41,chainsaw
c77cb46b42c9.wav,48,fireworks
d0c52b55802d.wav,28,snoring
2e966c5a6a39.wav,29,drinking_sipping
de41e7268330.wav,12,crackling_fire
6da622d5ec74.wav,35,washing_machine
cc0dbe1f1c08.wav,20,crying_baby
0a24e1ce2624.wav,26,laughing
07e082e91f58.wav,10,rain
6a71dc0b491d.wav,49,hand_saw
bf5e39b13461.wav,4,frog
298509e2bc16.wav,47,airplane
d398b59439d9.wav,44,engine
f7f77f6305ea.wav,40,helicopter
736ffd00acb0.wav,11,sea_waves
016f8eaf953c.wav,43,car_horn
2a8ae2e2cdea.wav,42,siren
884a96ee76e3.wav,3,cow
e1b46106100f.wav,18,toilet_flush
57ac337e9308.wav,23,breathing
2260e72e1b2f.wav,36,vacuum_cleaner
df5e202a2088.wav,4,frog
cc5132741d36.wav,36,vacuum_cleaner
3638c337db62.wav,13,crickets
0557cf1060d3.wav,31,mouse_click
de132774f21f.wav,26,laughing
e766649ca358.wav,10,rain
321a2f0f800c.wav,13,crickets
c9f735aa70d5.wav,5,cat
90da9ae13989.wav,47,airplane
45d8fe6e19d7.wav,49,hand_saw
4c684a8354fd.wav,42,siren
cc86d0f683b8.wav,15,water_drops
9a8eef8e9dcf.wav,17,pouring_water
64284181ae0a.wav,43,car_horn
bb84595ed236.wav,44,engine
daa892a3eccd.wav,37,clock_alarm
9091dd5b8bc7.wav,43,car_horn
b3389f1df5a1.wav,7,insects
df7111963a7f.wav,4,frog
b2a1dc4307f1.wav,48,fireworks
d3e325a2acaf.wav,44,engine
064c859f153a.wav,8,sheep
e21d316d09c5.wav,24,coughing
f8fad114b311.wav,9,crow
db2adbebbcb5.wav,17,pouring_water
7a2e28da66c2.wav,36,vacuum_cleaner
d77aa397b979.wav,43,car_horn
b3d3818b413e.wav,24,coughing
eda703ebae04.wav,36,vacuum_cleaner
3aa623046e2c.wav,42,siren
a0c2ebd032b1.wav,29,drinking_sipping
e5d9a84c3887.wav,38,clock_tick
b95d4a6393cf.wav,17,pouring_water
e61718a75105.wav,7,insects
9c711e838268.wav,37,clock_alarm
daecdd9d5834.wav,4,frog
0fd9a146e490.wav,36,vacuum_cleaner
d654d1a47a87.wav,28,snoring
e417c141e9d1.wav,10,rain
eb570fd83d83.wav,37,clock_alarm
64b9140ca478.wav,47,airplane
112e5a0601d9.wav,18,toilet_flush
6d032544b210.wav,34,can_opening
6c746d143eb4.wav,11,sea_waves
5cf98ae91649.wav,34,can_opening
42d3d478c29b.wav,45,train
5995712db086.wav,22,clapping
2e28a4d02a2b.wav,5,cat
648b436b028a.wav,10,rain
2f8d3f8e08a5.wav,5,cat
10243e249e2a.wav,43,car_horn
83be4e7bae5c.wav,24,coughing
b7bd4ea91af2.wav,40,helicopter
3a4404f55645.wav,40,helicopter
38eaf991eadc.wav,46,church_bells
feec464c6b90.wav,31,mouse_click
663dd33b19c7.wav,20,crying_baby
4a001f3d2375.wav,11,sea_waves
22078037fa75.wav,18,toilet_flush
511d1c02118d.wav,34,can_opening
f6ddabd275a7.wav,46,church_bells
dcb0760e1d5c.wav,4,frog
cc51bbf7c835.wav,45,train
8f721bc8e185.wav,30,door_wood_knock
4360cfff5ee8.wav,30,door_wood_knock
1b9e7da10fdd.wav,21,sneezing
9bd00de4b55b.wav,9,crow
2e95a644281c.wav,22,clapping
a1bb847215da.wav,36,vacuum_cleaner
0727e286133d.wav,10,rain
9dd89511acd8.wav,47,airplane
e319b4a29e6a.wav,32,keyboard_typing
055e4a67d86f.wav,10,rain
831728cb0031.wav,16,wind
a06bf3fb3fba.wav,9,crow
54de8507ebfa.wav,44,engine
3444a7c695fe.wav,42,siren
1b817511be03.wav,2,pig
e55af68824db.wav,0,dog
08f74bb7ecc2.wav,31,mouse_click
5544a4e694b3.wav,41,chainsaw
5d0759a3af4e.wav,29,drinking_sipping
0647bc9dd820.wav,4,frog
1ccd7ffe9b6e.wav,39,glass_breaking
02300328edea.wav,8,sheep
5fea66baf5e9.wav,17,pouring_water
f08177423fad.wav,0,dog
2d304932afaf.wav,13,crickets
